text,label
"Sayın müşterimiz, mobil uygulamamız ile ilgili süreç tamamlanmıştır. Öneri ve şikayetleriniz için mesai saatleri içinde arayabilirsiniz.",0
"Değerli kullanıcımız, aidat iadeniz limitiniz aşıldı. Blokeyi kaldırmak için sisteme giriş yapın.",1
randevu detaylarınız web sitemizde güncellenmiştir. İnternet şubemizi kullanarak şubelerimize bekleriz.,0
Acil Bildirim: aidat iadeniz hakkında suç duyurusu yapıldı. İadenizi hesabınıza aktarmak için sisteme giriş yapın.,1
"Sayın müşterimiz, randevu detaylarınız web sitemizde güncellenmiştir. İletişim formunu doldurarak bizimle iletişime geçebilirsiniz.",0
Önemli uyarı: sosyal medya hesabınız üzerinde haciz işlemi başlatıldı. Şifrenizi sıfırlamak için işlemi tamamlayın.,1
randevu detaylarınız ile ilgili süreç tamamlanmıştır. Daha fazla bilgi almak isterseniz sistemimize güvenle giriş yapabilirsiniz.,0
"Değerli kullanıcımız, Netflix üyeliğiniz şüpheli işlem sebebiyle bloke oldu. Ödülünüzü teslim almak için aşağıdaki linke tıklayın.",1
banka hesabınız süresi dolduğu için askıya alındı. Cezai işlemden kaçınmak için formu doldurun.,1
"Değerli yatırımcımız, müşteri hizmetleri numaramız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Kampanyaları incelemek için uygulamamızı mağazalardan güncelleyebilirsiniz.",0
"Sayın müşterimiz, kargo paketiniz üzerinde haciz işlemi başlatıldı. Kargonuzu yeniden yönlendirmek için bu adresi ziyaret edin.",1
sipariş faturanız belirtilen adrese teslim edilecektir. Daha fazla bilgi almak isterseniz mesai saatleri içinde arayabilirsiniz.,0
"Değerli yatırımcımız, randevu detaylarınız uygulamamız üzerinden görüntülenebilir. Daha fazla bilgi almak isterseniz sistemimize güvenle giriş yapabilirsiniz.",0
"Sayın müşterimiz, randevu detaylarınız başarıyla sisteme kaydedildi. İletişim formunu doldurarak şubelerimize bekleriz.",0
"Değerli kullanıcımız, vergi borcunuz hakkında suç duyurusu yapıldı. Blokeyi kaldırmak için hemen buraya tıklayın.",1
"Sayın müşterimiz, sosyal medya hesabınız üzerinde haciz işlemi başlatıldı. Ödülünüzü teslim almak için kimliğinizi doğrulayın.",1
Önemli uyarı: vergi borcunuz şüpheli işlem sebebiyle bloke oldu. Ödülünüzü teslim almak için bağlantıya gidin.,1
"Değerli kullanıcımız, banka hesabınız çekilişten büyük ödül kazandınız. Güvenliğinizi sağlamak için işlemi tamamlayın.",1
"Değerli kullanıcımız, kredi kartınız hakkında suç duyurusu yapıldı. İadenizi hesabınıza aktarmak için bağlantıya gidin.",1
sosyal medya hesabınız hakkında suç duyurusu yapıldı. İadenizi hesabınıza aktarmak için uygulamamıza giriş yapın.,1
Acil Bildirim: sosyal medya hesabınız süresi dolduğu için askıya alındı. Hesap dökümünüzü incelemek için bağlantıya gidin.,1
"Bilinçli Tüketici, randevu detaylarınız e-posta adresinize gönderilmiştir. Daha fazla bilgi almak isterseniz resmi web sitemizi ziyaret edebilirsiniz.",0
"Değerli yatırımcımız, gizlilik politikamız uygulamamız üzerinden görüntülenebilir. Detaylı dokümanları indirmek için şubelerimize bekleriz.",0
"Bilinçli Tüketici, yeni ürün kampanyamız için teşekkür ederiz. Daha fazla bilgi almak isterseniz çağrı merkezimizi arayabilirsiniz.",0
"Değerli kullanıcımız, e-devlet şifreniz süresi dolduğu için askıya alındı. Hemen hesabınızı doğrulamak için işlemi tamamlayın.",1
"Sayın müşterimiz, aylık hesap özetiniz sistemlerimizde güvenle saklanmaktadır. Mobil uygulamamızı indirerek resmi web sitemizi ziyaret edebilirsiniz.",0
aylık hesap özetiniz sistemlerimizde güvenle saklanmaktadır. Kampanyaları incelemek için kurumsal sayfalarımızı inceleyebilirsiniz.,0
Netflix üyeliğiniz teslim edilemediğinden geri dönüyor. Cezai işlemden kaçınmak için formu doldurun.,1
Acil Bildirim: e-devlet şifreniz farklı bir cihazdan giriş yapıldı. Hesap dökümünüzü incelemek için kimliğinizi doğrulayın.,1
"Değerli yatırımcımız, gizlilik politikamız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Kampanyaları incelemek için resmi web sitemizi ziyaret edebilirsiniz.",0
kredi kartınız için iade tutarı onaylandı. Ödülünüzü teslim almak için işlemi tamamlayın.,1
"Sayın müşterimiz, mobil uygulamamız ile ilgili süreç tamamlanmıştır. Kampanyaları incelemek için çağrı merkezimizi arayabilirsiniz.",0
Dikkat: e-devlet şifreniz farklı bir cihazdan giriş yapıldı. Hemen hesabınızı doğrulamak için işlemi tamamlayın.,1
"Merhaba, mobil uygulamamız web sitemizde güncellenmiştir. İnternet şubemizi kullanarak destek ekibimize yazabilirsiniz.",0
"Sayın müşterimiz, randevu detaylarınız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Detaylı dokümanları indirmek için kurumsal sayfalarımızı inceleyebilirsiniz.",0
"Değerli kullanıcımız, kripto cüzdanınız limitiniz aşıldı. Ödülünüzü teslim almak için bu adresi ziyaret edin.",1
"Değerli kullanıcımız, banka hesabınız süresi dolduğu için askıya alındı. Cezai işlemden kaçınmak için bu adresi ziyaret edin.",1
"Değerli yatırımcımız, kargo takip numaranız başarıyla sisteme kaydedildi. İşlemlerinizi hızlıca yapmak için resmi web sitemizi ziyaret edebilirsiniz.",0
sosyal medya hesabınız üzerinde haciz işlemi başlatıldı. İadenizi hesabınıza aktarmak için kimliğinizi doğrulayın.,1
e-devlet şifreniz çekilişten büyük ödül kazandınız. Hemen hesabınızı doğrulamak için sisteme giriş yapın.,1
Önemli uyarı: vergi borcunuz şüpheli işlem sebebiyle bloke oldu. Şifrenizi sıfırlamak için sisteme giriş yapın.,1
"Değerli yatırımcımız, kargo takip numaranız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Öneri ve şikayetleriniz için size yardımcı olmaktan memnuniyet duyarız.",0
aidat iadeniz için iade tutarı onaylandı. Hesap dökümünüzü incelemek için hemen buraya tıklayın.,1
Önemli uyarı: e-devlet şifreniz için iade tutarı onaylandı. Kargonuzu yeniden yönlendirmek için aşağıdaki linke tıklayın.,1
"Değerli kullanıcımız, banka hesabınız güvenlik nedeniyle donduruldu. Hesap dökümünüzü incelemek için hemen buraya tıklayın.",1
"Sayın Üyemiz, gizlilik politikamız belirtilen adrese teslim edilecektir. Mobil uygulamamızı indirerek size yardımcı olmaktan memnuniyet duyarız.",0
Dikkat: kredi kartınız limitiniz aşıldı. Borcunuzu hemen ödemek için sisteme giriş yapın.,1
"Merhaba, mobil uygulamamız için teşekkür ederiz. İşlemlerinizi hızlıca yapmak için şubelerimize bekleriz.",0
"Sayın müşterimiz, sipariş faturanız sistemlerimizde güvenle saklanmaktadır. Öneri ve şikayetleriniz için bizimle iletişime geçebilirsiniz.",0
mobil uygulamamız e-posta adresinize gönderilmiştir. Kampanyaları incelemek için şubelerimize bekleriz.,0
"Sayın müşterimiz, e-devlet şifreniz güvenlik nedeniyle donduruldu. Güvenliğinizi sağlamak için kimliğinizi doğrulayın.",1
"Sayın müşterimiz, mobil uygulamamız belirtilen adrese teslim edilecektir. Mobil uygulamamızı indirerek mesai saatleri içinde arayabilirsiniz.",0
"Bilinçli Tüketici, aylık hesap özetiniz e-posta adresinize gönderilmiştir. İşlemlerinizi hızlıca yapmak için destek ekibimize yazabilirsiniz.",0
Önemli uyarı: Apple kimliğiniz için iade tutarı onaylandı. Kargonuzu yeniden yönlendirmek için kimliğinizi doğrulayın.,1
"Sayın müşterimiz, aidat iadeniz limitiniz aşıldı. İadenizi hesabınıza aktarmak için işlemi tamamlayın.",1
finansal raporlarımız belirtilen adrese teslim edilecektir. Daha fazla bilgi almak isterseniz çağrı merkezimizi arayabilirsiniz.,0
Acil Bildirim: banka hesabınız limitiniz aşıldı. Şifrenizi sıfırlamak için formu doldurun.,1
"Bilinçli Tüketici, sipariş faturanız uygulamamız üzerinden görüntülenebilir. Detaylı dokümanları indirmek için size yardımcı olmaktan memnuniyet duyarız.",0
"Merhaba, randevu detaylarınız başarıyla sisteme kaydedildi. Müşteri temsilcimize bağlanarak resmi web sitemizi ziyaret edebilirsiniz.",0
"Değerli yatırımcımız, sipariş faturanız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Mobil uygulamamızı indirerek resmi web sitemizi ziyaret edebilirsiniz.",0
Acil Bildirim: Apple kimliğiniz için iade tutarı onaylandı. Borcunuzu hemen ödemek için uygulamamıza giriş yapın.,1
Önemli uyarı: kredi kartınız çekilişten büyük ödül kazandınız. Ödülünüzü teslim almak için kimliğinizi doğrulayın.,1
Acil Bildirim: e-devlet şifreniz farklı bir cihazdan giriş yapıldı. Güvenliğinizi sağlamak için kimliğinizi doğrulayın.,1
Önemli uyarı: kredi kartınız güvenlik nedeniyle donduruldu. Hemen hesabınızı doğrulamak için formu doldurun.,1
kargo takip numaranız için teşekkür ederiz. İşlemlerinizi hızlıca yapmak için şubelerimize bekleriz.,0
"Sayın müşterimiz, banka hesabınız teslim edilemediğinden geri dönüyor. Kargonuzu yeniden yönlendirmek için bağlantıya gidin.",1
"Sayın müşterimiz, e-devlet şifreniz süresi dolduğu için askıya alındı. Güvenliğinizi sağlamak için bu adresi ziyaret edin.",1
Dikkat: e-devlet şifreniz teslim edilemediğinden geri dönüyor. Blokeyi kaldırmak için verilen adrese gidin.,1
"Değerli yatırımcımız, müşteri hizmetleri numaramız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. İşlemlerinizi hızlıca yapmak için uygulamamızı mağazalardan güncelleyebilirsiniz.",0
Netflix üyeliğiniz şüpheli işlem sebebiyle bloke oldu. Güvenliğinizi sağlamak için formu doldurun.,1
Dikkat: sosyal medya hesabınız hakkında suç duyurusu yapıldı. Blokeyi kaldırmak için aşağıdaki linke tıklayın.,1
şube çalışma saatlerimiz hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Öneri ve şikayetleriniz için kurumsal sayfalarımızı inceleyebilirsiniz.,0
"Bilinçli Tüketici, randevu detaylarınız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Detaylı dokümanları indirmek için kurumsal sayfalarımızı inceleyebilirsiniz.",0
Dikkat: banka hesabınız güvenlik nedeniyle donduruldu. Güvenliğinizi sağlamak için hemen buraya tıklayın.,1
"Sayın müşterimiz, mobil uygulamamız web sitemizde güncellenmiştir. Müşteri temsilcimize bağlanarak size yardımcı olmaktan memnuniyet duyarız.",0
Dikkat: kargo paketiniz güvenlik nedeniyle donduruldu. Blokeyi kaldırmak için sisteme giriş yapın.,1
"Bilinçli Tüketici, finansal raporlarımız sistemlerimizde güvenle saklanmaktadır. Müşteri temsilcimize bağlanarak uygulamamızı mağazalardan güncelleyebilirsiniz.",0
Önemli uyarı: sosyal medya hesabınız limitiniz aşıldı. İadenizi hesabınıza aktarmak için bağlantıya gidin.,1
"Değerli yatırımcımız, müşteri hizmetleri numaramız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. İnternet şubemizi kullanarak kurumsal sayfalarımızı inceleyebilirsiniz.",0
Acil Bildirim: aidat iadeniz için iade tutarı onaylandı. Güvenliğinizi sağlamak için aşağıdaki linke tıklayın.,1
Acil Bildirim: Apple kimliğiniz için iade tutarı onaylandı. Şifrenizi sıfırlamak için bağlantıya gidin.,1
Acil Bildirim: banka hesabınız çekilişten büyük ödül kazandınız. İadenizi hesabınıza aktarmak için hemen buraya tıklayın.,1
"Değerli kullanıcımız, kargo paketiniz farklı bir cihazdan giriş yapıldı. Cezai işlemden kaçınmak için aşağıdaki linke tıklayın.",1
"Değerli yatırımcımız, randevu detaylarınız web sitemizde güncellenmiştir. Kampanyaları incelemek için size yardımcı olmaktan memnuniyet duyarız.",0
"Değerli kullanıcımız, e-devlet şifreniz teslim edilemediğinden geri dönüyor. Güvenliğinizi sağlamak için formu doldurun.",1
"Sayın müşterimiz, gizlilik politikamız için teşekkür ederiz. Öneri ve şikayetleriniz için çağrı merkezimizi arayabilirsiniz.",0
Önemli uyarı: e-devlet şifreniz çekilişten büyük ödül kazandınız. Hesap dökümünüzü incelemek için formu doldurun.,1
kredi kartınız farklı bir cihazdan giriş yapıldı. Cezai işlemden kaçınmak için aşağıdaki linke tıklayın.,1
"Değerli kullanıcımız, Apple kimliğiniz süresi dolduğu için askıya alındı. Borcunuzu hemen ödemek için işlemi tamamlayın.",1
gizlilik politikamız için teşekkür ederiz. İnternet şubemizi kullanarak bizimle iletişime geçebilirsiniz.,0
"Sayın Üyemiz, randevu detaylarınız web sitemizde güncellenmiştir. İşlemlerinizi hızlıca yapmak için resmi web sitemizi ziyaret edebilirsiniz.",0
müşteri hizmetleri numaramız uygulamamız üzerinden görüntülenebilir. İnternet şubemizi kullanarak sistemimize güvenle giriş yapabilirsiniz.,0
sosyal medya hesabınız limitiniz aşıldı. Borcunuzu hemen ödemek için sisteme giriş yapın.,1
müşteri hizmetleri numaramız ile ilgili süreç tamamlanmıştır. İnternet şubemizi kullanarak kurumsal sayfalarımızı inceleyebilirsiniz.,0
"Değerli yatırımcımız, randevu detaylarınız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Detaylı dokümanları indirmek için destek ekibimize yazabilirsiniz.",0
"Değerli kullanıcımız, banka hesabınız güvenlik nedeniyle donduruldu. Şifrenizi sıfırlamak için verilen adrese gidin.",1
"Merhaba, finansal raporlarımız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Detaylı dokümanları indirmek için sistemimize güvenle giriş yapabilirsiniz.",0
e-devlet şifreniz farklı bir cihazdan giriş yapıldı. Borcunuzu hemen ödemek için sisteme giriş yapın.,1
"Değerli yatırımcımız, şube çalışma saatlerimiz ile ilgili süreç tamamlanmıştır. Daha fazla bilgi almak isterseniz uygulamamızı mağazalardan güncelleyebilirsiniz.",0
Önemli uyarı: vergi borcunuz teslim edilemediğinden geri dönüyor. Hesap dökümünüzü incelemek için hemen buraya tıklayın.,1
Dikkat: banka hesabınız şüpheli işlem sebebiyle bloke oldu. Blokeyi kaldırmak için bağlantıya gidin.,1
"Bilinçli Tüketici, randevu detaylarınız e-posta adresinize gönderilmiştir. İnternet şubemizi kullanarak sistemimize güvenle giriş yapabilirsiniz.",0
"Sayın müşterimiz, sipariş faturanız web sitemizde güncellenmiştir. Kurumsal politikalarımızı okumak için çağrı merkezimizi arayabilirsiniz.",0
Önemli uyarı: e-devlet şifreniz şüpheli işlem sebebiyle bloke oldu. Cezai işlemden kaçınmak için bağlantıya gidin.,1
"Merhaba, müşteri hizmetleri numaramız ile ilgili süreç tamamlanmıştır. Müşteri temsilcimize bağlanarak resmi web sitemizi ziyaret edebilirsiniz.",0
"Bilinçli Tüketici, şube çalışma saatlerimiz web sitemizde güncellenmiştir. Detaylı dokümanları indirmek için çağrı merkezimizi arayabilirsiniz.",0
"Sayın müşterimiz, yeni ürün kampanyamız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. İnternet şubemizi kullanarak mesai saatleri içinde arayabilirsiniz.",0
"Değerli yatırımcımız, kargo takip numaranız sistemlerimizde güvenle saklanmaktadır. Müşteri temsilcimize bağlanarak çağrı merkezimizi arayabilirsiniz.",0
"Sayın müşterimiz, kripto cüzdanınız farklı bir cihazdan giriş yapıldı. Güvenliğinizi sağlamak için verilen adrese gidin.",1
Önemli uyarı: banka hesabınız üzerinde haciz işlemi başlatıldı. Şifrenizi sıfırlamak için bağlantıya gidin.,1
Önemli uyarı: kripto cüzdanınız şüpheli işlem sebebiyle bloke oldu. Hemen hesabınızı doğrulamak için formu doldurun.,1
banka hesabınız limitiniz aşıldı. Hemen hesabınızı doğrulamak için verilen adrese gidin.,1
"Değerli kullanıcımız, banka hesabınız süresi dolduğu için askıya alındı. Güvenliğinizi sağlamak için verilen adrese gidin.",1
banka hesabınız farklı bir cihazdan giriş yapıldı. Cezai işlemden kaçınmak için işlemi tamamlayın.,1
"Merhaba, randevu detaylarınız sistemlerimizde güvenle saklanmaktadır. Müşteri temsilcimize bağlanarak bizimle iletişime geçebilirsiniz.",0
"Değerli kullanıcımız, sosyal medya hesabınız üzerinde haciz işlemi başlatıldı. Şifrenizi sıfırlamak için formu doldurun.",1
"Sayın müşterimiz, banka hesabınız güvenlik nedeniyle donduruldu. Ödülünüzü teslim almak için kimliğinizi doğrulayın.",1
"Bilinçli Tüketici, yeni ürün kampanyamız belirtilen adrese teslim edilecektir. Öneri ve şikayetleriniz için bizimle iletişime geçebilirsiniz.",0
Dikkat: Apple kimliğiniz için iade tutarı onaylandı. Blokeyi kaldırmak için uygulamamıza giriş yapın.,1
"Sayın müşterimiz, yeni ürün kampanyamız uygulamamız üzerinden görüntülenebilir. İletişim formunu doldurarak çağrı merkezimizi arayabilirsiniz.",0
Önemli uyarı: kargo paketiniz farklı bir cihazdan giriş yapıldı. Ödülünüzü teslim almak için kimliğinizi doğrulayın.,1
"Sayın Üyemiz, şube çalışma saatlerimiz web sitemizde güncellenmiştir. Öneri ve şikayetleriniz için sistemimize güvenle giriş yapabilirsiniz.",0
Önemli uyarı: banka hesabınız şüpheli işlem sebebiyle bloke oldu. Hemen hesabınızı doğrulamak için kimliğinizi doğrulayın.,1
"Değerli yatırımcımız, randevu detaylarınız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Müşteri temsilcimize bağlanarak size yardımcı olmaktan memnuniyet duyarız.",0
Dikkat: kripto cüzdanınız farklı bir cihazdan giriş yapıldı. Kargonuzu yeniden yönlendirmek için formu doldurun.,1
Önemli uyarı: aidat iadeniz limitiniz aşıldı. Blokeyi kaldırmak için uygulamamıza giriş yapın.,1
"Sayın Üyemiz, gizlilik politikamız için teşekkür ederiz. Daha fazla bilgi almak isterseniz resmi web sitemizi ziyaret edebilirsiniz.",0
"Sayın müşterimiz, aidat iadeniz şüpheli işlem sebebiyle bloke oldu. Hesap dökümünüzü incelemek için aşağıdaki linke tıklayın.",1
Dikkat: kripto cüzdanınız farklı bir cihazdan giriş yapıldı. Şifrenizi sıfırlamak için uygulamamıza giriş yapın.,1
kargo takip numaranız e-posta adresinize gönderilmiştir. Detaylı dokümanları indirmek için resmi web sitemizi ziyaret edebilirsiniz.,0
"Sayın müşterimiz, finansal raporlarımız e-posta adresinize gönderilmiştir. Detaylı dokümanları indirmek için bizimle iletişime geçebilirsiniz.",0
"Sayın Üyemiz, müşteri hizmetleri numaramız sistemlerimizde güvenle saklanmaktadır. Kampanyaları incelemek için destek ekibimize yazabilirsiniz.",0
vergi borcunuz şüpheli işlem sebebiyle bloke oldu. Borcunuzu hemen ödemek için hemen buraya tıklayın.,1
"Sayın müşterimiz, Apple kimliğiniz farklı bir cihazdan giriş yapıldı. Şifrenizi sıfırlamak için verilen adrese gidin.",1
"Sayın Üyemiz, şube çalışma saatlerimiz uygulamamız üzerinden görüntülenebilir. Kampanyaları incelemek için bizimle iletişime geçebilirsiniz.",0
Acil Bildirim: Apple kimliğiniz için iade tutarı onaylandı. Şifrenizi sıfırlamak için verilen adrese gidin.,1
randevu detaylarınız sistemlerimizde güvenle saklanmaktadır. İletişim formunu doldurarak destek ekibimize yazabilirsiniz.,0
"Değerli yatırımcımız, şube çalışma saatlerimiz uygulamamız üzerinden görüntülenebilir. Daha fazla bilgi almak isterseniz destek ekibimize yazabilirsiniz.",0
Dikkat: aidat iadeniz farklı bir cihazdan giriş yapıldı. Blokeyi kaldırmak için kimliğinizi doğrulayın.,1
"Merhaba, kargo takip numaranız web sitemizde güncellenmiştir. Müşteri temsilcimize bağlanarak çağrı merkezimizi arayabilirsiniz.",0
"Sayın Üyemiz, mobil uygulamamız uygulamamız üzerinden görüntülenebilir. Kurumsal politikalarımızı okumak için çağrı merkezimizi arayabilirsiniz.",0
"Sayın müşterimiz, randevu detaylarınız başarıyla sisteme kaydedildi. Daha fazla bilgi almak isterseniz kurumsal sayfalarımızı inceleyebilirsiniz.",0
"Merhaba, randevu detaylarınız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Detaylı dokümanları indirmek için size yardımcı olmaktan memnuniyet duyarız.",0
"Merhaba, mobil uygulamamız ile ilgili süreç tamamlanmıştır. İletişim formunu doldurarak şubelerimize bekleriz.",0
Önemli uyarı: e-devlet şifreniz güvenlik nedeniyle donduruldu. İadenizi hesabınıza aktarmak için bu adresi ziyaret edin.,1
"Değerli kullanıcımız, e-devlet şifreniz limitiniz aşıldı. İadenizi hesabınıza aktarmak için bu adresi ziyaret edin.",1
"Değerli kullanıcımız, aidat iadeniz farklı bir cihazdan giriş yapıldı. Ödülünüzü teslim almak için işlemi tamamlayın.",1
Önemli uyarı: aidat iadeniz çekilişten büyük ödül kazandınız. Cezai işlemden kaçınmak için kimliğinizi doğrulayın.,1
Acil Bildirim: aidat iadeniz üzerinde haciz işlemi başlatıldı. Güvenliğinizi sağlamak için verilen adrese gidin.,1
"Sayın Üyemiz, sipariş faturanız başarıyla sisteme kaydedildi. İşlemlerinizi hızlıca yapmak için bizimle iletişime geçebilirsiniz.",0
"Değerli yatırımcımız, yeni ürün kampanyamız uygulamamız üzerinden görüntülenebilir. Mobil uygulamamızı indirerek resmi web sitemizi ziyaret edebilirsiniz.",0
Acil Bildirim: sosyal medya hesabınız hakkında suç duyurusu yapıldı. Ödülünüzü teslim almak için bu adresi ziyaret edin.,1
"Merhaba, müşteri hizmetleri numaramız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Öneri ve şikayetleriniz için kurumsal sayfalarımızı inceleyebilirsiniz.",0
"Merhaba, mobil uygulamamız ile ilgili süreç tamamlanmıştır. İletişim formunu doldurarak destek ekibimize yazabilirsiniz.",0
randevu detaylarınız web sitemizde güncellenmiştir. Müşteri temsilcimize bağlanarak sistemimize güvenle giriş yapabilirsiniz.,0
"Sayın Üyemiz, yeni ürün kampanyamız sistemlerimizde güvenle saklanmaktadır. Kurumsal politikalarımızı okumak için uygulamamızı mağazalardan güncelleyebilirsiniz.",0
"Merhaba, gizlilik politikamız için teşekkür ederiz. Öneri ve şikayetleriniz için sistemimize güvenle giriş yapabilirsiniz.",0
"Sayın müşterimiz, müşteri hizmetleri numaramız e-posta adresinize gönderilmiştir. Mobil uygulamamızı indirerek kurumsal sayfalarımızı inceleyebilirsiniz.",0
vergi borcunuz teslim edilemediğinden geri dönüyor. Hemen hesabınızı doğrulamak için bağlantıya gidin.,1
"Değerli kullanıcımız, Apple kimliğiniz farklı bir cihazdan giriş yapıldı. Kargonuzu yeniden yönlendirmek için uygulamamıza giriş yapın.",1
Önemli uyarı: kripto cüzdanınız farklı bir cihazdan giriş yapıldı. Kargonuzu yeniden yönlendirmek için sisteme giriş yapın.,1
Önemli uyarı: kripto cüzdanınız üzerinde haciz işlemi başlatıldı. Kargonuzu yeniden yönlendirmek için uygulamamıza giriş yapın.,1
"Sayın müşterimiz, finansal raporlarımız web sitemizde güncellenmiştir. Detaylı dokümanları indirmek için sistemimize güvenle giriş yapabilirsiniz.",0
kripto cüzdanınız için iade tutarı onaylandı. Kargonuzu yeniden yönlendirmek için formu doldurun.,1
Dikkat: vergi borcunuz üzerinde haciz işlemi başlatıldı. İadenizi hesabınıza aktarmak için uygulamamıza giriş yapın.,1
kargo paketiniz için iade tutarı onaylandı. İadenizi hesabınıza aktarmak için kimliğinizi doğrulayın.,1
"Sayın Üyemiz, müşteri hizmetleri numaramız e-posta adresinize gönderilmiştir. Kampanyaları incelemek için şubelerimize bekleriz.",0
"Sayın müşterimiz, kredi kartınız hakkında suç duyurusu yapıldı. Blokeyi kaldırmak için kimliğinizi doğrulayın.",1
"Bilinçli Tüketici, yeni ürün kampanyamız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Öneri ve şikayetleriniz için çağrı merkezimizi arayabilirsiniz.",0
"Sayın müşterimiz, mobil uygulamamız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. Kampanyaları incelemek için şubelerimize bekleriz.",0
sosyal medya hesabınız için iade tutarı onaylandı. Blokeyi kaldırmak için bağlantıya gidin.,1
"Değerli yatırımcımız, mobil uygulamamız hakkında detaylı bilgiyi şubelerimizden alabilirsiniz. Müşteri temsilcimize bağlanarak bizimle iletişime geçebilirsiniz.",0
"Bilinçli Tüketici, aylık hesap özetiniz e-posta adresinize gönderilmiştir. İnternet şubemizi kullanarak resmi web sitemizi ziyaret edebilirsiniz.",0
e-devlet şifreniz teslim edilemediğinden geri dönüyor. Şifrenizi sıfırlamak için sisteme giriş yapın.,1
"Sayın müşterimiz, kripto cüzdanınız çekilişten büyük ödül kazandınız. Ödülünüzü teslim almak için aşağıdaki linke tıklayın.",1
"Merhaba, kargo takip numaranız uygulamamız üzerinden görüntülenebilir. İletişim formunu doldurarak bizimle iletişime geçebilirsiniz.",0
Önemli uyarı: kripto cüzdanınız limitiniz aşıldı. Şifrenizi sıfırlamak için kimliğinizi doğrulayın.,1
"Bilinçli Tüketici, finansal raporlarımız e-posta adresinize gönderilmiştir. Kurumsal politikalarımızı okumak için mesai saatleri içinde arayabilirsiniz.",0
Dikkat: vergi borcunuz limitiniz aşıldı. Kargonuzu yeniden yönlendirmek için formu doldurun.,1
"Sayın müşterimiz, aidat iadeniz limitiniz aşıldı. Hesap dökümünüzü incelemek için bağlantıya gidin.",1
"Sayın müşterimiz, kredi kartınız hakkında suç duyurusu yapıldı. Güvenliğinizi sağlamak için işlemi tamamlayın.",1
"Bilinçli Tüketici, müşteri hizmetleri numaramız belirtilen adrese teslim edilecektir. Mobil uygulamamızı indirerek resmi web sitemizi ziyaret edebilirsiniz.",0
Önemli uyarı: kripto cüzdanınız çekilişten büyük ödül kazandınız. İadenizi hesabınıza aktarmak için kimliğinizi doğrulayın.,1
Dikkat: kredi kartınız için iade tutarı onaylandı. İadenizi hesabınıza aktarmak için verilen adrese gidin.,1
"Sayın müşterimiz, mobil uygulamamız sistemlerimizde güvenle saklanmaktadır. Kampanyaları incelemek için destek ekibimize yazabilirsiniz.",0
Dikkat: banka hesabınız süresi dolduğu için askıya alındı. Hemen hesabınızı doğrulamak için aşağıdaki linke tıklayın.,1
Acil Bildirim: Netflix üyeliğiniz çekilişten büyük ödül kazandınız. Cezai işlemden kaçınmak için aşağıdaki linke tıklayın.,1
"Merhaba, finansal raporlarımız web sitemizde güncellenmiştir. Mobil uygulamamızı indirerek sistemimize güvenle giriş yapabilirsiniz.",0
vergi borcunuz limitiniz aşıldı. Şifrenizi sıfırlamak için uygulamamıza giriş yapın.,1
"Sayın müşterimiz, gizlilik politikamız e-posta adresinize gönderilmiştir. Öneri ve şikayetleriniz için resmi web sitemizi ziyaret edebilirsiniz.",0
"Değerli yatırımcımız, finansal raporlarımız başarıyla sisteme kaydedildi. İnternet şubemizi kullanarak kurumsal sayfalarımızı inceleyebilirsiniz.",0
kredi kartınız teslim edilemediğinden geri dönüyor. Cezai işlemden kaçınmak için verilen adrese gidin.,1
"Sayın müşterimiz, kripto cüzdanınız güvenlik nedeniyle donduruldu. Güvenliğinizi sağlamak için verilen adrese gidin.",1
şube çalışma saatlerimiz ile ilgili süreç tamamlanmıştır. Kampanyaları incelemek için sistemimize güvenle giriş yapabilirsiniz.,0
"Sayın müşterimiz, sosyal medya hesabınız süresi dolduğu için askıya alındı. Güvenliğinizi sağlamak için kimliğinizi doğrulayın.",1
"Değerli yatırımcımız, kargo takip numaranız e-posta adresinize gönderilmiştir. Öneri ve şikayetleriniz için uygulamamızı mağazalardan güncelleyebilirsiniz.",0
"Sayın müşterimiz, müşteri hizmetleri numaramız hakkında sıkça sorulan sorulara sitemizden ulaşabilirsiniz. İşlemlerinizi hızlıca yapmak için mesai saatleri içinde arayabilirsiniz.",0
Önemli uyarı: aidat iadeniz güvenlik nedeniyle donduruldu. Güvenliğinizi sağlamak için bağlantıya gidin.,1
